,repo_id,commit_id,commit_time,message,parents,n_added,n_deleted,n_moved,n_renamed,n_struc_changes,total_files_per_level,max_file_depth,total_files,max_file_depth_diff,bucket
17252,gisto_gisto,e7eb14b501c712929f56ac5c1566d5b2f486701e,1374528759,"Sharing gists WIP - Users can now be tracked using a nodejs server in order to send notifications.
",ff79531cb52d898629219909b29af0439222321b,3,0,0,0,3,"6,5,26,32,7,0,4,0,0,0,0,0,0,0,0,0,0,0",7,80,0.0,55
17253,gisto_gisto,5795b6b95b3f59fe8df585e4e2b20222fa1ba754,1374958947,"Merge branch 'sasha' into maayan

Conflicts:
	Gruntfile.js
","e7eb14b501c712929f56ac5c1566d5b2f486701e,5101f036b828ce6eb52928bac6ae2b7cf1e07245",2,0,0,0,2,"6,5,27,33,7,0,4,0,0,0,0,0,0,0,0,0,0,0",7,82,0.0,55
17254,gisto_gisto,b3bf8770ae83ea4d9dcfc3222fc179a40f9319f7,1374960767,"Added notifications header to all views, sharing gist button WIP
",5795b6b95b3f59fe8df585e4e2b20222fa1ba754,0,1,0,0,1,"6,5,27,32,7,0,4,0,0,0,0,0,0,0,0,0,0,0",7,81,0.0,55
17255,gisto_gisto,a73683b1d9c46da4693a5b454d557b3714e17815,1374963353,"Changed header to be its own partial instead of having the same code over 5 templates
",c7ade308f47f4ae4b0dce0ab5acd839a5c330c81,1,0,0,0,1,"6,5,28,32,7,0,4,0,0,0,0,0,0,0,0,0,0,0",7,82,0.0,55
17256,gisto_gisto,2ae9ba6bcfde96df033812d2b7dd5a2d299cbd0c,1375118412,"Merge branch 'sasha' into maayan

Conflicts:
	server/app.js
","f402238f50ce2365b05654712b283ba92f5ff7d5,e3354c08b2a9f8c7eb556f389fe61130e89be165",0,1,0,0,1,"6,5,27,32,7,0,4,0,0,0,0,0,0,0,0,0,0,0",7,81,0.0,55
17257,gisto_gisto,08757665aff7159132b7b1398a509332a4824371,1375166939,"Fix file names for better convention - used camelCase
",87114d04945558e8eb55af7819804b56edba60e3,0,0,0,23,23,"6,5,27,32,7,0,4,0,0,0,0,0,0,0,0,0,0,0",7,81,0.0,55
17258,gisto_gisto,7876f6cd534aced0d2288486d273107d7bbf2830,1375906397,"Multiple clients of same users notifications WIP
",d16a931f7dd25ac228329465aa3f99f664224b9f,0,0,0,1,1,"6,5,27,32,7,0,4,0,0,0,0,0,0,0,0,0,0,0",7,81,0.0,55
17259,gisto_gisto,d80397893dbf28268ee0f99e3628756123403ef4,1375908300,"fix #42 Logging out now disconnects from the notification server and reconnects upon login.
",0ddc3c25a20195857cfb7947378557d6fa4c3241,0,1,0,0,1,"6,5,27,31,7,0,4,0,0,0,0,0,0,0,0,0,0,0",7,80,0.0,55
17260,gisto_gisto,fcaa1e3026122c27ed8a471e565d820a5d6234f8,1376288621,"Added a check if an internet connection is available gisto will try to reconnect to notification server even if it is after server timeout.
",0fd4ef2493dd3054bdb46ef22a75ad0d5a90bd42,1,0,0,0,1,"6,5,27,32,7,0,4,0,0,0,0,0,0,0,0,0,0,0",7,81,0.0,55
17261,gisto_gisto,e99cf70f35593ae234afe9e73dbadfcb7a215330,1376432888,"Added authentication check for notification server
",181e42d0c0169abe487552aa1c61f13131eec0af,2,0,0,0,2,"6,7,27,32,7,0,4,0,0,0,0,0,0,0,0,0,0,0",7,83,0.0,55
17262,gisto_gisto,edafb9014f6e22e614fa3e4f8262254e2f924c17,1376436799,"Merge branch 'master' of https://github.com/Gisto/Gisto
","fd9ce0afdc411bbcd2d4fb8c1be0ad4bbe22f06d,ff57bda855948264ba41721888a422860fc1579b",0,2,0,0,2,"6,5,27,32,7,0,4,0,0,0,0,0,0,0,0,0,0,0",7,81,0.0,55
17263,gisto_gisto,60107036d113f3175e6bcf4700dcfd35583b764a,1376752285,"add gisto.ico
",de170569921143494565b4fc38a6b050e0d2cec9,1,0,0,0,1,"6,6,27,32,7,0,4,0,0,0,0,0,0,0,0,0,0,0",7,82,0.0,55
17264,gisto_gisto,a0ec5da475e4ec6c3a18ae35b7b4c993a88e7286,1377024605,"Changed [x] icon on new share notification to ""trash can"" fixes #52. Cleaned up ""build/linux"" dir and added linux setup script to git
",31040a47cd53684b419cacaf57ed4e11243defd2,0,12,0,0,12,"6,6,26,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0",4,70,-3.0,55
17265,gisto_gisto,4e72e1ce4903db5f93e060f0f3486c52f4b8f527,1377106121,"Update .gitignore, add linux build script to repo.
",4d3755cb32242f83410a216b63b9b488558757ea,1,0,0,0,1,"6,6,27,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0",4,71,0.0,55
17266,gisto_gisto,9822af89512a4185aba9e6686799970d91000afd,1377106194,Delete .DS_Store,4e72e1ce4903db5f93e060f0f3486c52f4b8f527,0,1,0,0,1,"6,6,26,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0",4,70,0.0,55
17267,gisto_gisto,0eb8992ac582db8956b4ea295a8d74f902c39cac,1377106225,Delete mkgisto~,9822af89512a4185aba9e6686799970d91000afd,0,1,0,0,1,"6,6,25,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0",4,69,0.0,55
17268,gisto_gisto,f3e86cfc96405a68fc916528ca2a0233bc99e2c3,1379700757,"Add revisions browser options, fixes #53
",aa60eae434abefdacf2736efd3a4a4846a7cc6b6,2,0,0,0,2,"6,6,26,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0",4,71,0.0,55
