,repo_id,commit_id,commit_time,message,parents,n_added,n_deleted,n_moved,n_renamed,n_struc_changes,total_files_per_level,max_file_depth,total_files,max_file_depth_diff,bucket
106973,ytsaurus_ytsaurus,c588788bca745417d1dc74b55c278e42cfa594bc,1441695149,"[concurrency] Implement AsyncReaderWriterLock
",3f0f8bc6f42bd4fd7c9f5bd17093a35e8a10943e,3,0,0,0,3,"1,36,286,1903,118,16,47,4,1,0,0,0,0,0,0,0,0,0",9,2412,0.0,56
106974,ytsaurus_ytsaurus,9db9c17aa40097d1c90a317075dbdb108b566941,1441742389,"Merge branch 'master_merge'

Conflicts:
	python/yt/environment/yt_env.py
","eee3e72b6f6cee488b654f12eb4fd86096d2f68f,0632186ba25f74c6b793600016d37032037bc492",29,2,15,4,50,"1,36,286,1930,118,16,47,4,1,0,0,0,0,0,0,0,0,0",9,2439,0.0,56
106975,ytsaurus_ytsaurus,6889b65b69c06ef4d377e2b6d77c04f4049e7192,1441742389,"Merge branch 'master_merge'

Conflicts:
	python/yt/environment/yt_env.py
","e9cb5301a534878f1c35bc941163a72c5d9b794d,8ac972e1e2d6b5ec9b56764b1eaefd1dbe64bf78",1,0,0,1,2,"0,8,22,2321,1585,122,16,47,4,1,0,0,0,0,0,0,0,0",10,4126,1.0,56
106976,ytsaurus_ytsaurus,bb8d8afb324cf21a394b9d0ab0e263486f9ef362,1441834668,"[transfer-manager] Pass message queue to all operations.
",9bc7164ec3c60844d51ce0d3433084ff1d494e62,1,0,0,0,1,"1,36,286,1931,118,16,47,4,1,0,0,0,0,0,0,0,0,0",9,2440,-1.0,56
106977,ytsaurus_ytsaurus,bbfae906510ee0668c60a8ab00b05b73ed38e088,1441834668,"[transfer-manager] Pass message queue to all operations.
",f5603e3df910669f635492729dfb02a6f7387631,1,0,0,0,1,"0,8,22,2321,1586,122,16,47,4,1,0,0,0,0,0,0,0,0",10,4127,1.0,56
106978,ytsaurus_ytsaurus,e548bd6bedd7a807e55ab6d000a9f0ca988b1637,1441838555,"Add script for copy from sakura. I am sorry for this copy/paste
",e10ab81eabc57a2bd7dae248265e4994082db076,2,0,0,0,2,"1,36,288,1931,118,16,47,4,1,0,0,0,0,0,0,0,0,0",9,2442,-1.0,56
106979,ytsaurus_ytsaurus,cbc09bdc7c572c01a34aa3bb4bc11b91465906e9,1442579039,"Scraper support for multicell, throttler manager. YT-2660
",a07c3bfa9399f1abf78f9dd2a3ba0dd74f229a0c,2,0,0,0,2,"1,36,288,1933,118,16,47,4,1,0,0,0,0,0,0,0,0,0",9,2444,0.0,56
106980,ytsaurus_ytsaurus,15f8c6913715996a150a370bb084b918fea695b0,1442762042,"Add script for building archive with yt_local
",ecf9fd1ced27b61d8e1fac747a56e8fedd0ddede,1,0,0,0,1,"1,37,288,1933,118,16,47,4,1,0,0,0,0,0,0,0,0,0",9,2445,0.0,56
106981,ytsaurus_ytsaurus,f27b678ce2c9b95097536bc360bc2622b7d2cb35,1442781785,"Add new script to import from redwood
",99df5b69c640b9235f9ceb845ae586b8d1e1908f,2,0,0,0,2,"1,37,290,1933,118,16,47,4,1,0,0,0,0,0,0,0,0,0",9,2447,0.0,56
106982,ytsaurus_ytsaurus,3123761a73d3ad247deb17adceba5c1560840578,1442940086,"A script to gradually compact tables
",eedc0f02c85cdd086dfb006aeb3fadc66009f97d,1,0,0,0,1,"1,37,291,1933,118,16,47,4,1,0,0,0,0,0,0,0,0,0",9,2448,0.0,56
